K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos,,,,
67-21-1,6-32-48,25.48452,6.58456,0,27.76142,1,4.30766,,,,,
1-61-21-33-18,6-32-61-20-28,28.44542,8.34934,1.21475,31.2715,1,4.30851,,,,,
28-76-48-18-1,2-61-37-32-8,28.91798,8.09798,0,32.68043,1,4.33553,,,,,
93-32-21-20-18,33-48-1-28-6,9.56052,27.88964,0,33.09039,1,4.35977,,,,,
6-93-28-49-20,33-61-1-32-18,8.20467,27.08904,0,30.91827,1,4.37544,,,,,
1-61-33-2-22,20-6-21-15-67,26.91322,9.19771,0,31.69973,1,4.4112,,,,,
49-6-2-20-93,48-67-8-1-93,7.8843,26.30704,1.03172,28.73306,1,4.42656,,,,,
6-8-21-18,1-22-61-37,9.33298,25.90947,0,30.80065,1,4.44181,,,,,
1-22-8-6-2,32-18-76-21-20,26.24653,9.57275,0,31.30568,1,4.5136,,,,,
1932/8/6,28-67-1,6.36215,25.16156,0,26.84692,1,4.67679,,,,,
15-2-93-1-48,8-76-22-21-32,27.66492,9.18348,0,32.12066,1,4.72774,,,,,
33-28-67-37-1,15-48-8-28-21,27.17516,10.5059,1.53787,31.40172,1,4.74147,,,,,
67-33-1-2-76,20-6-76-37-8,26.82216,8.37279,1.06679,29.38095,1,4.74722,,,,,
48-67-32-2-1,37-15-6-8-49,26.15728,8.594,0,29.90071,1,4.85057,,,,,
18-1-49-22-93,20-21-8-2-33,27.15529,9.20889,0,31.39783,1,4.96635,,,,,
8-15-2-6-32,67-28-21-22-1,9.05639,27.86637,0,31.60135,1,5.3214,,,,,
28-1-18-48-37,32-8-2-67-20,28.90787,7.59474,0,31.10922,1,5.39339,,,,,
